,jd,mnvel,errvel,bc,inst,tel
84,2452486.827187,17.30282187011393,1.460302301402271,-27105.244140625,b'k',b'k'
85,2452488.770914,34.92752432372721,1.6670889069514636,-26922.46875,b'k',b'k'
86,2452515.731377,-34.15330148193685,1.6671873102613823,-22908.484375,b'k',b'k'
87,2452653.176215,-83.8020670459017,1.6249020466025244,27394.134765625,b'k',b'k'
88,2452654.160417,-98.06311440918294,1.942365612710227,27505.724609375,b'k',b'k'
89,2452681.160949,-95.691303496097,1.6847661125463902,26291.828125,b'k',b'k'
90,2452683.062882,-69.62915444824544,1.5866143936425028,26229.357421875,b'k',b'k'
91,2452712.004572,-35.52457070801107,1.596970468848578,18381.53515625,b'k',b'k'
92,2452712.9736,-48.79860330078451,1.9565887104523898,18098.4296875,b'k',b'k'
93,2452776.960544,-44.585121397708335,1.6273819566724468,-10365.0673828125,b'k',b'k'
94,2452777.883553,-26.417049650882163,1.5963090407663936,-10556.740234375,b'k',b'k'
95,2452803.898333,-33.3793146655306,1.5743821471848651,-20285.13671875,b'k',b'k'
96,2452804.958032,-36.59560037109701,1.3440514253074487,-20724.107421875,b'k',b'k'
97,2452805.799699,-21.85386300537435,1.6651034460855636,-20598.650390625,b'k',b'k'
98,2452806.8411,-16.461429838870444,1.3497090886214158,-21014.759765625,b'k',b'k'
99,2452828.834711,-20.099846129153647,1.3808102520199348,-25820.78515625,b'k',b'k'
100,2452832.739282,-14.148197416995444,1.4495786495374878,-26071.04296875,b'k',b'k'
101,2452833.782812,-6.358150725100913,1.6772056915292857,-26302.12109375,b'k',b'k'
102,2452834.868102,21.617770905758462,1.4853338779871077,-26602.328125,b'k',b'k'
103,2452848.795347,0.28544973876627466,1.3314293432551596,-27118.861328125,b'k',b'k'
104,2452849.798194,-14.191868071292319,1.4204952034667866,-27114.6953125,b'k',b'k'
105,2452850.802303,-9.545604948733725,1.4926014114274306,-27104.482421875,b'k',b'k'
106,2452897.717882,34.23740744140299,1.7046839034269425,-17951.587890625,b'k',b'k'
107,2453015.152361,11.577358002926431,1.3995475324501985,27144.119140625,b'k',b'k'
108,2453016.169838,-39.07320046875326,1.4513330863869875,27207.564453125,b'k',b'k'
109,2453017.157164,-80.3786814257845,1.4695331347119807,27333.556640625,b'k',b'k'
110,2453018.166701,-49.80305886719076,1.5658984433151968,27398.748046875,b'k',b'k'
111,2453046.173507,-38.3706362292513,1.5066971588477691,26301.662109375,b'k',b'k'
112,2453069.133449,-5.957981352542319,1.406125270009537,20842.31640625,b'k',b'k'
113,2453072.09787,8.939700837399087,1.5571123487990703,19963.638671875,b'k',b'k'
114,2453074.012095,7.425159211422525,1.56513180867184,19537.890625,b'k',b'k'
115,2453077.144248,-9.3539240405306,1.7757433428210596,18078.94140625,b'k',b'k'
116,2453153.867257,67.41627096679362,1.4401017817907795,-14895.876953125,b'k',b'k'
117,2453179.850394,73.8717610790983,1.3802360183899665,-23118.232421875,b'k',b'k'
118,2453180.818704,92.97570395019206,1.2873496752585811,-23265.939453125,b'k',b'k'
119,2453181.814236,103.95194601562174,1.330562639056162,-23483.146484375,b'k',b'k'
120,2453195.800891,80.78043722655924,1.3193591223028667,-25966.740234375,b'k',b'k'
121,2453196.844132,105.71964621093424,1.4339895508235354,-26203.150390625,b'k',b'k'
